TestResponse,PredictValue,Tree 0Bias,Tree 0Dissimilarity,Tree 1Bias,Tree 1Dissimilarity,Tree 2Bias,Tree 2Dissimilarity,Tree 3Bias,Tree 3Dissimilarity,Tree 4Bias,Tree 4Dissimilarity,Tree 5Bias,Tree 5Dissimilarity,Tree 6Bias,Tree 6Dissimilarity,Tree 7Bias,Tree 7Dissimilarity,Tree 8Bias,Tree 8Dissimilarity,Tree 9Bias,Tree 9Dissimilarity,Tree 10Bias,Tree 10Dissimilarity,Tree 11Bias,Tree 11Dissimilarity,Tree 12Bias,Tree 12Dissimilarity,Tree 13Bias,Tree 13Dissimilarity,Tree 14Bias,Tree 14Dissimilarity,Tree 15Bias,Tree 15Dissimilarity,Tree 16Bias,Tree 16Dissimilarity,Tree 17Bias,Tree 17Dissimilarity,Tree 18Bias,Tree 18Dissimilarity,Tree 19Bias,Tree 19Dissimilarity
-0.56811,-0.363643,0.347127,2.58478,0.531974,4.27832,1.17517,3.6748,0.109244,4.04947,0.623615,3.14532,0.500083,2.59573,0.58664,2.34015,0.459249,3.90395,0.393964,3.36454,0.232198,3.70014,0.407079,4.37773,0.251367,4.09915,0.215906,3.75694,0.392953,2.38236,0.06581,2.13041,0.0202006,3.05821,0.816972,2.46921,0.43845,4.14786,0.0483652,2.52048,0.015362,1.90452
-1.04648,-0.853383,0.284737,1.70091,0.282931,1.48676,0.557387,3.72802,0.183994,1.4665,0.680965,2.1791,0.195693,1.49743,0.348708,5.23922,0.289286,1.86063,0.285473,1.63631,0.27184,4.92205,0.0882341,1.63318,0.0145727,4.89473,0.254333,2.84758,0.419277,3.96591,0.2801,1.91269,0.180413,6.44307,0.218225,2.83453,0.277501,1.93754,1.23507,2.91156,0.200026,1.20376
-1.04908,-0.950041,0.0661039,0.858655,0.269583,5.23643,0.00869125,2.51761,0.129749,3.21326,0.0636703,2.88852,0.565651,1.44786,0.0421277,1.7831,0.00999111,3.67087,0.211426,3.76131,0.225848,3.77754,0.271489,7.2085,0.239598,5.48971,0.317152,2.85787,0.0648907,1.93736,0.00977451,2.4468,0.0872853,2.02139,0.236861,2.50461,0.330418,5.20848,0.303554,3.84917,0.230275,1.97712
-1.29432,-1.04953,0.0725125,2.34274,0.008775,2.97014,0.0954486,2.35985,0.286824,5.34945,0.0359417,2.60521,0.101502,2.74579,0.0649731,2.64416,0.0457633,2.28387,0.0746502,2.65714,0.0927491,4.05813,0.00652194,5.17075,0.289902,1.8632,0.075979,5.50632,0.0151433,2.91529,0.210129,3.44161,0.0229427,3.48367,0.55075,1.02119,0.0526686,5.19166,0.0657529,4.38842,0.0368084,2.17954
2.1071,0.289173,0.729603,7.26675,0.949588,5.65483,0.883065,2.75397,0.0753887,5.87101,1.21824,4.16986,0.813086,4.02446,1.29709,5.40909,0.592102,3.48287,2.25124,6.49926,0.774522,4.87827,1.11728,5.04755,2.25124,4.68002,1.2815,4.20071,1.06592,3.8124,0.281857,5.04116,0.689812,7.39122,0.613074,4.48798,0.222062,7.57226,0.734052,2.96018,0.297456,4.21814
2.54041,1.84583,0.352287,2.56551,0.397567,3.29151,0.514106,2.35422,0.586444,2.48846,0.0259862,2.15274,0.15953,2.84105,0.470992,1.93756,0.300117,2.18367,0.44044,2.02289,0.0970479,1.58741,0.0314263,2.07308,0.132689,3.31011,0.598379,2.3361,0.223485,2.22401,0.120363,2.12851,0.335821,3.22583,0.694579,1.77805,0.59563,5.15811,0.000204802,1.53055,0.613135,1.60688
-0.875755,-0.56202,0.233093,2.85408,0.168098,4.11594,0.441511,2.85962,0.396015,3.23653,0.341419,2.64309,0.335183,2.61646,0.144458,3.36295,0.259572,2.86109,0.168098,4.11594,0.170398,4.39328,0.404902,2.31967,0.161212,3.87668,0.287159,2.25924,0.313687,3.74075,0.383237,2.99302,0.131748,4.42454,0.408195,2.32463,0.581295,2.92246,0.301169,3.27921,0.344018,2.23026
0.303695,0.50359,0.65183,3.8359,0.441678,5.21209,0.0519975,2.54961,0.449769,4.9925,1.95073,3.42497,0.480389,4.46758,0.41568,1.79858,0.110635,2.96992,0.503207,3.27296,0.0608055,3.61859,0.94171,5.68523,0.673642,5.33735,0.337686,4.3442,0.394188,3.49926,0.75597,2.69907,0.170951,2.96429,0.42458,3.56963,0.352418,2.49265,0.862415,2.70807,0.456124,2.85
-0.817692,-0.832991,0.394872,2.86892,0.258815,4.65103,0.189003,7.53309,0.0443304,5.39361,0.311064,5.35064,0.340276,8.2402,0.0606515,4.87608,0.374673,4.69445,0.434815,4.15668,0.00801963,2.21777,0.135317,5.47947,0.216734,3.66336,0.110359,7.5557,0.653987,3.38288,0.374673,4.69445,0.0109879,4.22474,0.19026,6.79319,0.186042,5.98883,0.367357,7.43375,0.405618,6.36933
-0.100143,-0.177338,0.532379,1.52555,0.00218676,2.54445,0.221784,1.40449,0.19648,2.77843,0.264248,5.82163,0.201419,2.7755,0.373267,2.83927,0.372574,2.54847,0.213118,2.48352,0.159955,1.44607,0.262648,6.54673,0.155535,1.99268,0.206402,2.74035,0.190413,3.41551,0.194342,3.35403,0.583812,3.64669,0.0365043,2.93743,0.0943097,1.79793,0.292979,2.28421,0.391122,1.66031
0.350491,0.866409,0.0855621,4.4684,0.203074,3.27989,0.173826,3.9952,0.558035,4.80183,0.655875,3.55152,0.357329,5.06449,0.450056,5.25379,0.673987,3.88358,0.465944,5.21115,0.77642,4.42805,0.11208,2.81156,0.566472,2.61008,1.10654,3.1333,0.466233,4.35338,0.11208,2.81156,1.3519,4.06534,0.563178,3.10526,0.566472,2.61008,0.171011,4.10366,0.764924,4.30517
-0.637438,-0.992294,0.00183856,4.72604,0.132176,4.96549,0.0972952,4.95036,0.0735559,4.96889,0.171693,3.67063,0.31373,4.71093,0.00453097,7.41066,0.0411825,4.38116,0.144271,2.4371,0.0131248,2.92583,0.0448222,4.89335,0.116886,5.50372,0.0129311,5.25426,0.0827795,4.98245,0.152937,2.55327,0.15467,3.67718,0.00680721,3.40828,0.113977,4.66661,0.0931413,5.22575,0.266116,3.40918
-0.312462,-0.209408,0.176368,2.54786,0.659414,4.44345,0.0795839,3.1948,0.046003,2.49526,0.257655,2.37585,0.227844,1.18433,0.473093,4.02449,0.325916,5.18897,0.0212181,5.0287,0.224524,2.41577,0.0288875,4.18046,0.656093,3.90921,0.655427,4.61791,0.293056,5.45137,0.106376,2.13136,0.529742,3.7156,0.767452,3.82964,0.144303,3.36739,0.0137653,2.52411,0.0876,2.63667
2.54041,1.9942,0.546215,3.71625,0.546215,6.12146,0.546215,7.53416,0.546215,5.6465,0.21083,6.07058,0.143828,5.34823,0.0664837,3.27045,0.546215,3.18516,0.0448185,6.95609,0.546215,5.18335,0.154011,4.67845,0.546215,4.31117,0.0803493,6.36372,0.21083,6.07058,0.266669,6.63738,0.546215,4.53153,0.546215,4.8085,0.760201,6.06399,1.96175,5.84689,1.85949,5.89488
-1.00748,-1.0774,0.435629,4.44049,0.146297,2.58656,0.107949,2.98675,0.142397,3.52449,0.102533,3.47777,0.0713354,3.73211,0.132864,3.43715,0.228077,3.25728,0.116832,3.09774,0.168395,2.52646,0.100453,3.26816,0.0763617,3.56934,0.19006,3.34158,0.0442972,4.493,0.083468,3.10626,0.13405,3.42379,0.043893,3.87322,0.151382,2.43281,0.142369,2.70311,0.435629,4.44049
1.44328,0.524709,0.0750184,4.65152,0.702846,3.15624,0.0443406,2.31,0.677222,2.89219,0.879634,4.69972,1.0347,2.34309,0.276693,2.65437,0.234663,3.89553,0.531547,4.37487,0.0712487,3.78721,0.398898,2.44938,0.188083,2.57015,0.322407,3.42122,0.89084,3.29188,0.687188,6.08506,0.250998,3.17673,0.498615,3.57953,1.09022,2.08765,0.0918305,4.22739,0.00719208,4.40221
-1.17993,-1.08221,0.305712,5.00567,0.487752,2.28132,0.0108881,4.23056,0.0895802,3.86929,0.0859405,2.82425,0.179187,2.95788,0.132391,4.61816,0.193919,3.41672,0.104009,3.5829,0.041397,3.73538,0.203019,3.85829,0.710123,4.01521,0.14319,2.93668,0.0140989,3.45484,0.160122,3.91289,0.0478634,4.06795,0.183054,3.8129,0.0812608,4.19737,0.118925,4.25528,0.111159,2.9711
-1.31166,-1.33302,0.0260862,3.15762,0.076823,5.33297,0.11842,1.891,0.0659906,2.54746,0.0230936,2.57224,0.0771439,2.41776,0.0397325,2.85077,0.0407145,2.2719,0.00492656,2.54195,0.0061543,3.06318,0.0745438,3.30385,0.039559,2.357,0.0670334,1.89026,0.00463796,2.82657,0.00662804,3.54512,0.0730996,3.12151,0.0895652,2.50327,0.0434588,3.20632,0.0366703,2.88365,0.0679001,2.4934
-0.170338,0.621875,0.435172,5.80069,0.108478,5.42952,0.132727,6.60581,1.47916,4.12889,1.00193,1.19038,0.485509,5.96767,0.174613,5.50041,0.328307,3.96085,1.00193,1.19038,1.3405,3.73079,1.00366,2.92126,0.0382667,2.5425,1.35905,2.24696,0.0997956,4.91084,0.979977,3.46785,0.0786505,5.94284,0.0783784,3.39004,1.34484,5.37174,0.575562,1.63646,1.00193,1.19038
0.092243,-0.00337601,0.313072,3.08714,0.0429728,1.91417,0.46111,2.63763,0.12647,1.71224,0.326418,4.56523,0.0247307,3.09694,0.100992,5.35144,0.0163247,3.00831,0.00491438,3.8246,0.109918,4.48222,0.579466,3.93418,0.384025,3.10047,0.138083,1.4589,0.313996,3.19822,0.0141582,3.42276,0.245823,3.58855,0.115378,3.06175,0.153104,3.49893,0.0107567,2.65097,0.0973523,3.91669
-0.763096,-0.554603,0.1167,2.1784,0.210365,1.88105,0.116634,3.13237,0.220799,2.67,0.188845,3.82199,0.228714,3.01134,0.0202901,2.02201,0.221319,3.61082,0.0694699,2.29894,0.177816,3.52371,0.0149171,1.57029,0.16863,2.47852,0.0404387,2.49623,0.201699,2.64214,0.244458,2.71175,0.0183402,3.89123,0.151667,1.80721,0.0910051,2.6249,0.159813,3.4891,0.0948181,3.23726
-0.596708,-0.73984,0.252907,2.82468,0.164296,5.58759,0.431644,3.4821,0.278688,3.28777,0.159598,3.39012,0.0896959,2.60036,0.422761,1.62929,0.229099,5.11698,0.423339,3.81767,0.0197897,2.39426,0.134899,2.72089,0.115401,3.97666,0.235425,2.07876,0.198941,3.60954,0.363683,3.25876,0.135333,3.55333,0.35909,3.24374,0.130133,3.06777,0.147181,4.38293,0.168697,3.25333
1.29509,1.80848,1.53338,4.45815,2.17525,2.72306,0.674038,3.12335,0.731931,3.79291,0.731929,6.41586,0.0650694,4.60561,0.354952,3.48686,0.166464,4.56877,0.193439,5.65705,0.232324,3.47442,0.947559,3.60967,0.360867,4.67488,0.296738,3.71222,0.448113,6.52879,0.731929,3.39732,0.499957,3.653,0.731928,5.63311,0.731925,5.167,0.731931,3.80695,0.325336,4.53029
-0.223201,0.564437,0.0405476,2.69732,1.97597,5.28699,0.103237,3.13784,0.13703,5.18176,0.228678,2.99805,0.468381,1.906,0.227811,3.27033,0.24341,3.50678,0.422451,3.80474,0.579075,2.2552,0.481553,5.80575,0.3864,4.89124,0.238596,3.64119,0.260742,3.58326,1.97597,5.28699,0.385533,4.67998,0.142884,2.53336,0.00682682,4.98919,0.394849,3.76514,0.0362914,2.6706
-0.537779,-0.501834,0.141671,4.16398,0.476218,5.11914,0.167418,4.77428,0.503479,4.2832,0.396202,3.93741,0.484018,5.6052,0.781803,3.51773,0.569774,3.39636,0.0645432,3.92324,0.374248,3.40943,0.486618,5.10056,1.07743,3.24829,0.463219,5.19016,0.333878,4.11134,0.567174,4.37182,0.0526997,4.57573,0.507812,3.29995,0.787292,2.55758,0.126939,4.4893,0.156057,4.22239
1.79772,1.34287,1.17111,4.65005,0.260099,4.22097,0.698168,3.89566,0.491049,1.94847,1.02161,4.4058,1.14467,3.1358,0.630771,2.82203,0.428563,5.30193,0.632677,2.14556,0.66619,2.8351,0.932585,5.2777,1.19754,5.15793,0.251866,3.91371,1.6237,4.52796,0.635122,3.78306,1.81912,5.90152,0.421288,5.94827,0.325961,3.6675,0.971058,2.9897,0.927155,4.81243
0.17717,-0.543236,0.00632405,5.8356,0.712092,4.32724,0.301321,4.96713,0.303136,3.76158,0.672228,4.15669,0.969339,3.1399,0.637347,5.22184,1.58181,3.75719,0.332861,3.441,0.817986,2.97263,0.5977,5.16265,0.219726,3.16838,0.745456,3.64797,0.317652,2.68069,0.436164,4.52721,0.777954,3.26053,0.409646,4.06222,0.305736,3.48658,0.796668,2.32954,0.361333,5.24809
2.54041,2.39209,0.148316,4.19397,0.0449455,7.75952,0.148316,2.52845,0.148316,5.73794,0.0345447,7.42845,0.148316,7.52381,0.50078,4.17694,0.148316,3.4821,0.297705,5.26254,0.0814126,3.14238,0.148316,3.35003,0.492547,3.73261,0.311643,5.68187,0.148316,1.75874,0.148316,5.99498,0.148316,5.75096,0.17905,1.97629,0.148316,5.99498,0.148316,5.33157,0.148316,4.11167
-0.38439,-1.00634,0.0501057,5.67274,0.0248557,6.97504,0.0938692,2.07811,0.05887,2.49732,0.0930286,4.54868,0.148754,3.67374,0.161464,3.84113,0.199595,4.52596,0.0491207,7.98377,0.289433,4.27056,0.448626,3.75959,0.113801,4.62979,0.226486,5.08468,0.00111079,3.19756,0.321408,5.41487,0.102535,5.02201,0.0377566,3.14129,0.223597,5.42506,0.117267,4.07067,0.13252,4.65505
1.97278,2.109,0.431412,3.89185,0.422549,3.47141,0.431412,3.57203,0.431412,5.12577,0.619788,2.43616,0.996761,1.91278,0.431412,2.97829,0.237615,2.21181,0.431412,3.04217,0.431412,3.34938,1.18395,2.8371,0.671351,2.56467,0.431412,2.05303,0.584257,3.06649,0.431412,2.03547,0.329149,3.31566,0.431412,1.54241,0.35842,3.45093,0.431412,2.58511,0.431412,3.41617
0.783794,0.561874,0.157219,3.05943,0.0867298,4.5045,0.0492492,3.7855,0.132001,2.26475,0.677905,2.57066,0.0987237,3.14887,0.429247,1.88808,0.570373,5.35884,0.0909242,2.39845,0.0633315,1.81977,0.464431,5.41291,0.517721,2.9814,0.416941,4.44496,0.820571,4.91299,1.26358,7.33476,0.0529322,2.49763,0.338392,3.46541,0.0218847,3.42949,0.107216,2.70155,0.02564,5.60826
-0.783028,-0.79223,0.0774586,2.07083,0.088063,2.35934,0.0277732,1.3908,0.202683,2.46959,0.203983,1.28372,0.0675533,2.92718,0.328113,3.0036,0.00674361,2.75602,0.156146,2.42342,0.338512,3.93764,0.0322218,1.93557,0.1883,1.49771,0.183563,2.79825,0.217849,1.71312,0.206441,3.01296,0.385103,4.07042,0.0477774,2.06201,0.00313568,2.40244,0.0343334,3.08285,0.080275,3.22013
1.44848,1.6849,0.341103,3.46272,0.855512,1.7146,0.855512,6.11684,0.855512,3.6652,0.686534,5.27748,0.492934,3.25092,1.02243,4.05079,0.485134,2.69658,0.221686,1.83439,0.425685,3.21618,0.45167,3.25787,0.485134,2.69658,0.382355,4.02173,0.855512,1.57207,0.338678,3.01934,0.787796,3.80608,0.722913,2.55147,0.423606,5.2272,0.855508,1.33611,0.640934,3.25763
-0.601041,-0.501926,0.39831,3.16143,0.0800498,2.57905,0.227661,3.73648,0.0809163,2.41556,0.240074,3.20539,0.237561,3.64556,0.391508,2.46381,0.147212,4.32123,0.150467,3.05968,0.355853,2.03762,0.0449147,3.2018,0.579214,4.73314,0.0577404,3.34274,0.223912,2.64653,0.191631,4.66048,0.272139,3.3658,0.0703062,3.23191,0.464756,3.65218,0.507286,3.49884,0.102804,3.85117
0.93805,0.542031,0.475786,1.75697,0.583422,2.12222,0.523843,1.84627,0.402471,3.2144,0.164674,3.05235,0.173302,3.23672,0.225644,2.91712,0.619989,4.80606,0.47228,2.78717,0.395152,1.88333,0.523843,1.84627,0.470547,1.67792,0.412523,2.84739,0.615742,2.22305,0.559196,3.58037,0.644041,2.19021,0.543342,2.65454,0.93162,3.09606,0.673892,3.30098,0.300476,1.98846
0.108709,-0.0714132,0.310377,2.24037,0.11166,2.28807,0.0865283,1.64024,0.0284658,4.60509,0.116257,3.62035,0.00160105,3.34835,0.0518641,2.27991,0.0599279,1.67143,0.19341,2.71346,0.0172476,2.58143,0.193121,4.67243,0.264876,2.97431,0.16912,3.75728,0.222272,2.07987,0.148751,3.61596,0.186188,6.30713,0.448167,3.25122,0.213919,2.72129,0.0152111,2.60273,0.121804,4.07882
-0.74923,-0.578327,0.203488,4.56531,0.152531,4.08236,0.0481341,3.14824,0.00761747,4.6772,0.0562947,4.17953,0.321692,4.10239,0.275762,3.70674,0.174081,3.76419,0.0378793,2.64817,0.104752,3.43033,0.144021,5.21035,0.412033,6.19319,1.77029,2.23962,0.00711483,2.54497,0.183036,3.19539,0.258864,2.55523,0.292228,4.82256,0.0806029,1.29736,0.0233637,3.71713,0.114141,2.42236
-0.601041,-0.345153,0.505037,6.29796,2.88556,3.28967,0.556988,5.90499,0.15575,4.41967,0.935694,4.42058,0.955527,5.56284,2.88556,10.0697,0.840846,7.96722,1.02283,5.36905,0.310051,7.40813,0.667525,7.85544,0.942239,5.83238,0.856833,7.46965,0.862511,10.3679,0.147562,7.12847,0.827369,4.74247,0.363924,5.65807,0.791016,7.31706,1.01417,6.60732,0.680524,6.5249
0.559343,0.240691,1.64976,2.15399,0.616415,6.2778,0.133415,2.0355,0.25864,2.54188,0.255907,4.78672,0.317959,4.64948,0.139554,2.27088,0.382865,5.4683,0.20751,1.95732,0.0883517,3.81869,0.600989,5.27197,0.59605,4.87701,0.381218,6.16455,0.90829,3.21214,0.252357,5.35393,0.164396,3.91124,0.251057,7.81119,0.139554,2.27088,0.673611,2.92482,1.00379,4.18333
-1.16347,-1.08639,0.123005,4.63739,0.55468,5.74437,0.122139,5.84011,0.07072,4.21433,0.192333,4.61318,0.0788083,2.94421,0.289932,4.21015,0.0757751,2.67523,0.192333,4.61318,0.163302,4.41781,0.05476,3.63042,0.072742,5.39427,0.0597429,4.97101,0.14207,4.81867,0.0371003,3.51815,0.00965309,3.07396,0.0524824,3.54873,0.0182515,4.37558,0.317014,3.20046,0.0879266,2.68026
-0.640038,-0.438954,0.468455,4.17867,0.177406,3.60193,0.11217,4.16992,0.11204,2.7711,0.264283,4.49207,0.0245856,2.67378,0.231415,4.4809,0.0145474,3.34934,0.30473,4.73691,0.0182305,3.20647,0.0303629,3.56933,0.034176,2.80219,0.25475,1.7944,0.00395465,3.49913,0.211772,2.95001,0.0192502,2.11119,0.00523138,2.73335,0.0918919,3.37509,0.0238866,4.13652,0.0208303,3.06396
-0.789094,-0.704238,0.0864165,2.90348,0.0349401,2.77831,0.0534855,2.83727,0.0956892,2.39574,0.249653,2.53945,0.0609064,2.61157,0.179111,2.98839,0.0498458,4.25018,0.00859529,3.88516,0.162559,3.38675,0.0439094,2.08172,0.0940973,2.66533,0.00787014,3.56324,0.0507701,2.07094,0.0574719,2.6023,0.178277,3.19646,0.0215192,2.61768,0.0415264,1.84661,0.0240209,3.28599,0.0507701,2.5606
-0.57071,-0.498675,0.124724,3.96322,1.63409,2.88764,0.00747234,5.83912,0.386959,4.90866,6.71148e-05,6.39355,0.0453863,3.5341,0.0382369,6.92688,0.486618,2.28206,0.361654,4.79659,0.362564,4.07701,0.655914,4.68677,0.148816,6.33082,0.278507,4.25713,0.271358,3.70684,0.0942195,6.51714,0.0382369,6.92688,0.0434365,3.16742,0.181443,3.18521,0.0382369,6.92688,0.481939,1.96668
-1.30126,-1.27227,0.0694281,2.48225,0.0414078,5.11637,0.273632,4.8534,0.0218804,2.9987,0.0373088,1.63915,0.0509982,3.74542,0.0919597,2.29051,0.0149475,3.00667,0.108714,6.98629,0.101781,5.56568,0.0942708,4.45243,0.0404691,2.62457,0.103803,3.24928,0.0602739,3.90908,0.211063,3.92236,0.0619174,4.16395,0.346254,4.50238,0.0927687,3.80122,0.0643005,5.31879,0.0301161,3.90643
-0.828092,-0.891469,0.0417126,4.42349,0.0681295,2.02042,0.0547117,2.14482,0.0243805,3.06901,0.129355,4.16299,0.0343753,2.9103,0.00768375,1.23824,0.298228,6.54202,0.0258825,3.29767,0.0605467,2.35148,0.554309,4.15169,0.217113,2.9938,0.321222,3.57508,0.0544805,2.39532,0.075279,3.1856,0.0241494,1.81674,0.0655297,3.73825,0.00335079,3.29994,0.0726792,3.70084,0.186436,2.75292
-0.0412141,0.339401,2.07708,1.75972,0.506273,2.99209,0.506273,2.10986,0.64493,3.24299,0.286155,2.01615,0.133344,3.16453,0.289271,2.7169,0.355484,1.45688,0.441797,1.85082,0.445899,1.63485,0.0660375,3.55489,0.296988,2.15613,0.436078,1.78651,0.167084,2.80555,0.220293,4.00179,0.0886515,3.22151,0.21661,3.32352,1.78308,1.94019,0.45666,2.80768,0.941824,2.03499
-0.988413,-0.878932,0.0106881,2.03052,0.0933045,4.10974,0.106015,3.5562,0.12196,3.58268,0.146745,3.75605,0.0180832,3.25109,0.0945177,3.40975,0.105148,4.62517,0.115836,3.76078,0.147178,2.76868,0.0644177,2.74248,0.508408,2.47231,0.236179,2.4362,0.063551,3.73398,0.111792,4.01765,0.0976375,3.26456,0.0868049,2.75952,0.0800165,2.63113,0.120747,2.64402,0.101682,3.41326
1.22836,1.0406,0.783177,5.08791,0.023468,3.045,0.910222,4.46506,0.889423,2.68787,0.320791,3.95291,0.136637,2.88415,0.466814,3.44112,0.23868,3.95609,1.49982,4.41308,0.571456,3.22856,1.21643,5.80172,0.791497,3.558,0.374954,2.84944,0.983883,6.83248,0.486168,4.26006,0.866896,3.80991,0.238603,5.88474,0.885957,2.03717,0.439872,4.59616,0.232536,4.5925
-0.675569,-0.586797,0.436627,3.00624,0.141961,3.72491,0.305822,4.11395,0.133599,5.6952,0.434721,1.72866,0.279102,2.8953,0.0467071,1.85836,0.321889,3.35992,0.20414,3.59352,0.223529,2.40391,0.00763762,3.47787,0.138278,2.88445,0.130803,1.74496,0.138458,2.67686,0.0177106,4.00625,0.0611505,1.12116,0.0648336,1.57486,0.0427351,1.53414,0.136025,3.01545,0.141745,3.11194
2.54041,1.12057,0.214927,3.62239,0.713745,2.66631,0.116654,2.76222,0.922596,2.63156,0.451857,3.23283,0.847706,3.4899,0.775088,4.18316,0.718078,2.60785,0.882195,2.6845,0.345247,3.82095,0.383377,4.81453,0.491027,2.24997,0.278882,3.62481,0.429787,2.55768,0.333594,3.63804,0.466416,3.57399,1.05175,3.17082,0.0913315,2.79752,1.41985,3.73343,0.658975,2.46966
-1.03434,-0.947896,0.271323,2.53421,0.296166,1.68241,0.0422505,2.6147,0.164651,3.37123,0.1835,1.98071,0.122267,3.70707,0.118938,1.61721,0.267994,2.43818,0.0276555,2.70568,0.176574,4.11853,0.10869,2.94356,0.264101,4.78294,0.1835,1.98071,0.117356,2.97345,0.248062,2.34421,0.00194633,2.74239,0.133844,3.90912,0.0623558,2.10068,0.094673,2.85777,0.0363216,2.09718
-0.932084,-0.666091,0.423997,2.8197,0.062919,3.11454,0.296325,2.14114,0.174133,2.60337,0.00572312,2.85191,0.119104,2.40219,0.404542,3.2456,0.243173,5.23382,0.145535,3.06018,0.147485,2.60613,0.210206,3.65921,0.290836,2.6045,0.221905,2.80924,0.0640746,2.88865,0.280033,2.66575,0.336297,1.85832,0.0704297,2.57517,0.325031,3.51059,0.300333,3.33989,0.32254,3.5247
-1.26659,-1.04106,0.370254,3.19783,0.721668,3.42131,0.150136,3.05855,0.0192848,2.85248,0.142337,2.72307,0.13801,5.04169,0.393364,3.2668,0.0541599,3.0226,0.107673,2.36928,0.0594086,3.92507,0.196066,2.67423,0.18108,2.55233,0.266912,3.41413,0.404918,2.90913,0.0231847,4.07682,0.178307,2.41901,0.0171183,2.00653,0.673138,3.48057,0.106032,3.36223,0.0314115,3.18403
-1.01614,-1.15306,0.140383,2.34487,0.0285914,3.39183,0.00347304,3.10643,0.234323,2.87632,0.173544,3.75737,0.0881114,3.38988,0.107985,3.50401,0.181981,3.93119,0.158595,3.95655,0.0713571,3.54198,0.00432646,2.65305,0.0767012,2.12258,0.170728,5.02504,0.170728,5.02504,0.254775,3.20112,0.162915,3.21157,0.117172,3.51129,0.22947,3.28516,0.0138723,3.51546,0.0845006,4.06649
-0.919085,-0.718961,0.250511,2.21868,0.449483,2.16466,0.10965,1.9618,0.0346021,1.34502,0.0345097,3.89442,0.200701,2.29474,0.0211697,2.39715,0.0095948,4.44395,0.0793767,2.14842,0.339771,1.82647,0.129929,1.94672,0.0441347,1.43726,0.237908,1.97531,0.209656,2.42107,0.0484678,3.9315,0.382235,2.39913,0.208356,2.83924,0.0456513,2.5665,0.0346021,1.34502,0.0619001,2.65584
-1.00835,-0.913609,0.105352,2.91467,0.164585,3.71633,0.268404,1.57291,0.66311,3.36899,0.286256,1.91181,0.290763,2.92658,0.3273,2.1939,0.161176,1.97555,0.0366986,2.57743,0.272391,3.54279,0.172731,3.23527,0.855929,3.86865,0.0326545,3.6863,0.0595192,3.31297,0.289723,2.38339,0.032052,4.33439,0.0956032,4.84511,0.723512,5.61642,0.279323,0.968654,0.280363,2.18751
-0.697234,-0.561516,0.372085,3.02434,0.434524,3.31202,0.411082,2.49578,0.0191873,2.60851,0.413032,4.15446,0.0376027,4.0351,0.367953,4.99413,0.0421249,3.66895,0.453474,1.98409,0.397677,4.49995,0.132063,2.3287,0.359302,3.36531,0.424124,3.74894,0.122719,2.84909,0.428008,3.99534,0.77335,4.45385,0.237615,3.99085,0.291518,3.72742,0.796922,4.72642,0.449429,2.10913
0.645137,0.150835,0.121373,3.93327,0.331399,1.64208,0.121854,1.77979,0.220647,3.86394,0.102597,3.55029,0.476296,2.97866,0.08459,1.57784,0.353758,4.97242,0.352371,1.31389,0.111021,2.86828,0.0237544,1.42989,0.309041,2.88935,0.3371,3.63678,0.0271775,3.8275,1.01232,2.57229,0.348038,1.05385,1.47443,3.609,0.373497,1.32346,0.306224,2.13859,0.355144,2.56832
1.6582,1.59134,0.330692,5.6261,0.297111,2.33202,0.0534309,2.34516,0.44557,5.19124,0.0336629,3.05313,0.052295,2.0313,0.283462,3.00783,0.501032,3.02782,0.949076,5.50143,0.158165,2.14617,0.362106,5.42211,0.146938,3.04382,0.319065,4.33791,0.338977,2.25129,0.391917,3.06759,0.0249969,3.9046,0.111831,6.09335,0.211153,4.1214,0.00737584,3.10575,0.273496,2.2714
-0.661703,-0.909621,0.309598,3.75148,0.247484,6.10861,0.252684,2.47981,0.0912355,4.12786,0.344544,2.31118,0.137433,3.0931,0.195921,4.03008,0.0425323,2.37181,0.0106195,3.76418,0.298043,2.42644,0.0676638,3.18,0.324179,2.41785,0.142192,1.37009,0.0553941,4.15863,0.0501944,2.24639,0.267712,3.24498,0.186425,8.11563,0.282445,2.71421,0.163503,2.44185,0.0529315,5.81153
-0.185071,-0.0787504,0.105107,3.2705,0.0231261,3.14331,0.136362,2.24519,0.294225,4.33133,0.10892,2.09178,0.130585,1.46697,0.16666,3.91836,0.12073,2.95879,0.134702,3.54277,0.123041,2.48304,0.355902,2.29612,0.132285,3.2076,0.0283257,5.42296,0.056346,2.73318,0.417976,2.39703,0.26982,2.99797,0.105165,3.2284,0.467546,3.01535,0.147917,3.80163,0.120186,3.96502
-1.212,-1.32618,0.0956407,4.35438,0.127185,3.25955,0.0171262,5.01407,0.178727,3.76451,0.0121,4.32296,0.00291395,3.68782,0.0229108,3.72756,0.0136598,2.30779,0.0117605,3.35843,0.0595899,2.2923,0.0367693,3.49677,0.0291505,3.91183,0.0632297,2.92374,0.0821002,3.09409,0.0281032,3.5863,0.0548019,3.49603,0.0158263,3.60177,0.102465,4.01899,0.00304389,3.50124,0.00672698,1.8811
